date,site_code,pm2.5,no2,o3,temp,ws,wd,year,month,day_of_week,is_weekend,season,post_ulez,pm25_category
2018-03-06,BT1,13.42,43.05,31.05,5.9,3,98,2018,3,Tue,FALSE,Spring,FALSE,Moderate
2018-03-07,BT1,15.15,36.32,28.89,9.6,2.6,124,2018,3,Wed,FALSE,Spring,FALSE,Moderate
2018-03-08,BT1,11.22,30.94,39.3,11.3,7.7,76,2018,3,Thu,FALSE,Spring,FALSE,Moderate
2018-03-09,BT1,12.56,35.95,29.76,10.3,5,244,2018,3,Fri,FALSE,Spring,FALSE,Moderate
2018-03-10,BT1,9.11,12.4,36.31,5.9,4,21,2018,3,Sat,TRUE,Spring,FALSE,Good
2018-03-11,BT1,7.15,35.43,35.1,8.6,3.6,43,2018,3,Sun,TRUE,Spring,FALSE,Good
2018-03-12,BT1,14.98,45.78,36.53,8.8,1.5,349,2018,3,Mon,FALSE,Spring,FALSE,Moderate
2018-03-13,BT1,16.87,43.34,39.8,7.4,3.8,342,2018,3,Tue,FALSE,Spring,FALSE,Moderate
2018-03-14,BT1,17.39,56.25,33.27,8.9,2.9,210,2018,3,Wed,FALSE,Spring,FALSE,Moderate
2018-03-15,BT1,16.78,55.46,25.26,5.7,4.7,236,2018,3,Thu,FALSE,Spring,FALSE,Moderate
2018-03-16,BT1,14.06,40.95,34.71,10.5,8.6,295,2018,3,Fri,FALSE,Spring,FALSE,Moderate
2018-03-17,BT1,14.9,32.6,39.77,5.9,7.1,330,2018,3,Sat,TRUE,Spring,FALSE,Moderate
2018-03-18,BT1,14.58,46.4,21.32,10.5,5.2,172,2018,3,Sun,TRUE,Spring,FALSE,Moderate
2018-03-19,BT1,11.3,34.45,51.26,10.1,3.6,347,2018,3,Mon,FALSE,Spring,FALSE,Moderate
2018-03-20,BT1,9.25,22.7,33.91,15,5.5,181,2018,3,Tue,FALSE,Spring,FALSE,Good
2018-03-21,BT1,7.77,28.43,39.78,10.1,2.8,166,2018,3,Wed,FALSE,Spring,FALSE,Good
2018-03-22,BT1,15.21,38.92,30.92,11,3.4,5,2018,3,Thu,FALSE,Spring,FALSE,Moderate
2018-03-23,BT1,6.89,15.03,48.78,9.4,1.3,173,2018,3,Fri,FALSE,Spring,FALSE,Good
2018-03-24,BT1,7.98,23.07,34.1,13,4.4,49,2018,3,Sat,TRUE,Spring,FALSE,Good
2018-03-25,BT1,12.75,48.02,40.86,12.3,4.2,207,2018,3,Sun,TRUE,Spring,FALSE,Moderate
2018-03-26,BT1,11.64,32.63,30.71,9.5,2.7,132,2018,3,Mon,FALSE,Spring,FALSE,Moderate
2018-03-27,BT1,23.52,63.44,22.88,12.8,2.4,43,2018,3,Tue,FALSE,Spring,FALSE,Unhealthy (sensitive)
2018-03-28,BT1,13.62,38.39,34.25,11.9,2.9,320,2018,3,Wed,FALSE,Spring,FALSE,Moderate
2018-03-29,BT1,8.81,21.37,32.51,9.2,3.3,82,2018,3,Thu,FALSE,Spring,FALSE,Good
2018-03-30,BT1,13.21,48.74,23.1,14,2.4,186,2018,3,Fri,FALSE,Spring,FALSE,Moderate
2018-03-31,BT1,6.17,19.8,42.53,9.8,2.7,280,2018,3,Sat,TRUE,Spring,FALSE,Good
2018-04-01,BT1,13.02,37.97,43.02,10.9,2.2,86,2018,4,Sun,TRUE,Spring,FALSE,Moderate
2018-04-02,BT1,10.1,31.08,36.3,12,5,26,2018,4,Mon,FALSE,Spring,FALSE,Moderate
2018-04-03,BT1,7.42,22.33,28.41,9.8,3.7,105,2018,4,Tue,FALSE,Spring,FALSE,Good
2018-04-04,BT1,13.08,38.27,27.43,11.8,3.5,194,2018,4,Wed,FALSE,Spring,FALSE,Moderate
2018-04-05,BT1,14,22.91,39.98,13.1,3.8,187,2018,4,Thu,FALSE,Spring,FALSE,Moderate
2018-04-06,BT1,15.31,47.15,37.16,12,6.1,87,2018,4,Fri,FALSE,Spring,FALSE,Moderate
2018-04-07,BT1,11.01,29.63,29.73,10.8,5.6,134,2018,4,Sat,TRUE,Spring,FALSE,Moderate
2018-04-08,BT1,6.95,30.11,37.96,13.7,2.5,29,2018,4,Sun,TRUE,Spring,FALSE,Good
2018-04-09,BT1,18.51,44.13,25.01,13.2,3.8,206,2018,4,Mon,FALSE,Spring,FALSE,Moderate
2018-04-10,BT1,9.47,27.4,43.34,14,5.6,143,2018,4,Tue,FALSE,Spring,FALSE,Good
2018-04-11,BT1,5.82,16,45.49,9.1,3.8,161,2018,4,Wed,FALSE,Spring,FALSE,Good
2018-04-12,BT1,14.56,37.01,39.12,11.7,9.2,208,2018,4,Thu,FALSE,Spring,FALSE,Moderate
2018-04-13,BT1,14.69,40.76,35.28,14.3,4.9,180,2018,4,Fri,FALSE,Spring,FALSE,Moderate
2018-04-14,BT1,11.53,39.31,38.34,13,7.8,37,2018,4,Sat,TRUE,Spring,FALSE,Moderate
2018-04-15,BT1,7.21,11.21,40.88,14.7,2.2,45,2018,4,Sun,TRUE,Spring,FALSE,Good
2018-04-16,BT1,11.59,24.4,43.65,16.9,4.6,307,2018,4,Mon,FALSE,Spring,FALSE,Moderate
2018-04-17,BT1,8.21,24.48,38,11.7,3.9,353,2018,4,Tue,FALSE,Spring,FALSE,Good
2018-04-18,BT1,10.44,28.31,36.94,16,5.8,7,2018,4,Wed,FALSE,Spring,FALSE,Moderate
2018-04-19,BT1,11.45,31.29,43.07,20.3,4.1,34,2018,4,Thu,FALSE,Spring,FALSE,Moderate
2018-04-20,BT1,8.5,27.34,48.37,16.1,2.1,258,2018,4,Fri,FALSE,Spring,FALSE,Good
2018-04-21,BT1,10.88,25.75,36.14,19.4,2.6,149,2018,4,Sat,TRUE,Spring,FALSE,Moderate
2018-04-22,BT1,8.27,7.85,41.6,12.5,2.9,131,2018,4,Sun,TRUE,Spring,FALSE,Good
2018-04-23,BT1,15.6,47.05,24.93,15.8,4,297,2018,4,Mon,FALSE,Spring,FALSE,Moderate
2018-04-24,BT1,11.55,21.55,29.76,16.7,6.6,355,2018,4,Tue,FALSE,Spring,FALSE,Moderate
2018-04-25,BT1,6.04,13.77,43.71,14.2,4.5,359,2018,4,Wed,FALSE,Spring,FALSE,Good
2018-04-26,BT1,10.36,17.81,28.88,11.7,5.4,238,2018,4,Thu,FALSE,Spring,FALSE,Moderate
2018-04-27,BT1,11,28.01,32.19,13.6,2.4,86,2018,4,Fri,FALSE,Spring,FALSE,Moderate
2018-04-28,BT1,10.62,30.59,23.06,15,2.2,128,2018,4,Sat,TRUE,Spring,FALSE,Moderate
2018-04-29,BT1,7.82,10.39,41.55,12.7,3.6,223,2018,4,Sun,TRUE,Spring,FALSE,Good
2018-04-30,BT1,10.22,26.97,42.82,15.2,4.4,229,2018,4,Mon,FALSE,Spring,FALSE,Moderate
2018-05-01,BT1,9.97,9.74,40.32,13.7,3.6,115,2018,5,Tue,FALSE,Spring,FALSE,Good
2018-05-02,BT1,12.02,30.98,35.53,16.4,9.2,281,2018,5,Wed,FALSE,Spring,FALSE,Moderate
2018-05-03,BT1,4.69,6.29,45.29,16.5,5,49,2018,5,Thu,FALSE,Spring,FALSE,Good
2018-05-04,BT1,9.73,29.85,34.51,18,3.4,209,2018,5,Fri,FALSE,Spring,FALSE,Good
2018-05-05,BT1,5.57,22.47,25.22,16.7,2.6,169,2018,5,Sat,TRUE,Spring,FALSE,Good
2018-05-06,BT1,7.61,27.54,36.57,19,5.5,327,2018,5,Sun,TRUE,Spring,FALSE,Good
2018-05-07,BT1,9.75,40.19,41.22,10.5,2.6,297,2018,5,Mon,FALSE,Spring,FALSE,Good
2018-05-08,BT1,5.95,23.09,35.35,16.9,8.3,223,2018,5,Tue,FALSE,Spring,FALSE,Good
2018-05-09,BT1,7.97,26.94,34.88,18.5,4.6,309,2018,5,Wed,FALSE,Spring,FALSE,Good
2018-05-10,BT1,8.95,9.69,45.01,17.8,3.6,272,2018,5,Thu,FALSE,Spring,FALSE,Good
2018-05-11,BT1,10.76,28.13,38.15,16,5.4,93,2018,5,Fri,FALSE,Spring,FALSE,Moderate
2018-05-12,BT1,8.28,29.98,48.63,15.6,4.9,118,2018,5,Sat,TRUE,Spring,FALSE,Good
2018-05-13,BT1,1.71,15.74,38.76,15.6,2,259,2018,5,Sun,TRUE,Spring,FALSE,Good
2018-05-14,BT1,11.46,32.11,30.89,17.1,3,167,2018,5,Mon,FALSE,Spring,FALSE,Moderate
2018-05-15,BT1,10.19,32.29,41.22,16.8,9.5,249,2018,5,Tue,FALSE,Spring,FALSE,Moderate
2018-05-16,BT1,9.86,22.03,43.16,16.3,7,110,2018,5,Wed,FALSE,Spring,FALSE,Good
2018-05-17,BT1,7.76,15.05,47.36,14.8,3.1,241,2018,5,Thu,FALSE,Spring,FALSE,Good
2018-05-18,BT1,5.15,10.85,51.89,16.4,3.2,121,2018,5,Fri,FALSE,Spring,FALSE,Good
2018-05-19,BT1,8.67,33.5,34.41,14.9,2.5,18,2018,5,Sat,TRUE,Spring,FALSE,Good
2018-05-20,BT1,4.06,30.46,30.7,14.4,6.2,349,2018,5,Sun,TRUE,Spring,FALSE,Good
2018-05-21,BT1,8.73,33.26,34.82,19.2,4.5,31,2018,5,Mon,FALSE,Spring,FALSE,Good
2018-05-22,BT1,9.38,31.34,38.19,17.2,2.3,19,2018,5,Tue,FALSE,Spring,FALSE,Good
2018-05-23,BT1,7.96,20.72,36.19,14.9,3.3,271,2018,5,Wed,FALSE,Spring,FALSE,Good
2018-05-24,BT1,9.34,23.31,44.39,17.7,4,243,2018,5,Thu,FALSE,Spring,FALSE,Good
2018-05-25,BT1,11.68,34.31,31.26,19.5,1.8,20,2018,5,Fri,FALSE,Spring,FALSE,Moderate
2018-05-26,BT1,1.85,5,44.37,20,2.2,213,2018,5,Sat,TRUE,Spring,FALSE,Good
2018-05-27,BT1,3.11,14.25,41.3,14.9,2.4,316,2018,5,Sun,TRUE,Spring,FALSE,Good
2018-05-28,BT1,7.39,23.67,42.29,13.8,7,6,2018,5,Mon,FALSE,Spring,FALSE,Good
2018-05-29,BT1,7.37,14.32,44.4,14.6,2.5,75,2018,5,Tue,FALSE,Spring,FALSE,Good
2018-05-30,BT1,2.18,6.3,43.84,14.5,2.8,248,2018,5,Wed,FALSE,Spring,FALSE,Good
2018-05-31,BT1,9.65,35.7,33.99,17.2,2.2,17,2018,5,Thu,FALSE,Spring,FALSE,Good
2018-06-01,BT1,7.58,13.93,53.93,19.2,8.4,162,2018,6,Fri,FALSE,Summer,FALSE,Good
2018-06-02,BT1,6.29,28.06,35.66,19.2,3.7,110,2018,6,Sat,TRUE,Summer,FALSE,Good
2018-06-03,BT1,9.07,24.26,36.64,17.8,7.2,337,2018,6,Sun,TRUE,Summer,FALSE,Good
2018-06-04,BT1,6.22,26.6,40.89,17.3,3.6,111,2018,6,Mon,FALSE,Summer,FALSE,Good
2018-06-05,BT1,1,6.55,41.94,17.6,3.9,97,2018,6,Tue,FALSE,Summer,FALSE,Good
2018-06-06,BT1,9.8,28.96,36.58,19.2,3.4,257,2018,6,Wed,FALSE,Summer,FALSE,Good
2018-06-07,BT1,1,5,42.79,14,2.1,306,2018,6,Thu,FALSE,Summer,FALSE,Good
2018-06-08,BT1,11.99,21.99,36.5,19.5,5.7,80,2018,6,Fri,FALSE,Summer,FALSE,Moderate
2018-06-09,BT1,3.75,6.83,46.83,17.7,3.2,359,2018,6,Sat,TRUE,Summer,FALSE,Good
2018-06-10,BT1,7.7,24.29,37.42,18.2,1.7,92,2018,6,Sun,TRUE,Summer,FALSE,Good
2018-06-11,BT1,7.99,24.89,43,17.9,1.4,235,2018,6,Mon,FALSE,Summer,FALSE,Good
2018-06-12,BT1,13.47,34.62,40.27,18.3,4.3,221,2018,6,Tue,FALSE,Summer,FALSE,Moderate
2018-06-13,BT1,9.4,32.42,41.13,19.4,14.5,3,2018,6,Wed,FALSE,Summer,FALSE,Good
2018-06-14,BT1,11.25,33.53,32.38,16.7,2.5,212,2018,6,Thu,FALSE,Summer,FALSE,Moderate
2018-06-15,BT1,8.73,16.54,26.4,15.8,4.3,146,2018,6,Fri,FALSE,Summer,FALSE,Good
2018-06-16,BT1,1.05,12.87,25.92,18.4,1.9,321,2018,6,Sat,TRUE,Summer,FALSE,Good
2018-06-17,BT1,3.01,13.38,38.15,19.5,14.1,349,2018,6,Sun,TRUE,Summer,FALSE,Good
2018-06-18,BT1,3.85,13,32.66,18.9,1.8,320,2018,6,Mon,FALSE,Summer,FALSE,Good
2018-06-19,BT1,3.36,7.14,25.57,18.9,5.6,358,2018,6,Tue,FALSE,Summer,FALSE,Good
2018-06-20,BT1,3.05,5,33.57,18.9,3.8,287,2018,6,Wed,FALSE,Summer,FALSE,Good
2018-06-21,BT1,7.4,19.08,35.78,21.1,1.5,184,2018,6,Thu,FALSE,Summer,FALSE,Good
2018-06-22,BT1,6.8,21.03,29.62,23,3,163,2018,6,Fri,FALSE,Summer,FALSE,Good
2018-06-23,BT1,6.25,14.56,35.02,18.8,14.5,85,2018,6,Sat,TRUE,Summer,FALSE,Good
2018-06-24,BT1,1.68,6.24,44.49,17.2,4.1,281,2018,6,Sun,TRUE,Summer,FALSE,Good
2018-06-25,BT1,1.06,5,44.55,18.9,4.9,271,2018,6,Mon,FALSE,Summer,FALSE,Good
2018-06-26,BT1,4.36,5,50.32,20.6,6.4,191,2018,6,Tue,FALSE,Summer,FALSE,Good
2018-06-27,BT1,11.28,27.62,39.89,13.8,5.5,115,2018,6,Wed,FALSE,Summer,FALSE,Moderate
2018-06-28,BT1,11.75,34.51,30.67,26.2,1.4,283,2018,6,Thu,FALSE,Summer,FALSE,Moderate
2018-06-29,BT1,1,5,45.28,17.2,2,191,2018,6,Fri,FALSE,Summer,FALSE,Good
2018-06-30,BT1,8.97,17.26,32.26,18.7,7.9,276,2018,6,Sat,TRUE,Summer,FALSE,Good
2018-07-01,BT1,2.64,5,60.13,16.4,6.8,88,2018,7,Sun,TRUE,Summer,FALSE,Good
2018-07-02,BT1,8.68,26.65,31.74,20.3,6.1,13,2018,7,Mon,FALSE,Summer,FALSE,Good
2018-07-03,BT1,1,7.9,52.63,16.4,1,252,2018,7,Tue,FALSE,Summer,FALSE,Good
2018-07-04,BT1,8.68,21.1,38.5,22,2.5,195,2018,7,Wed,FALSE,Summer,FALSE,Good
2018-07-05,BT1,7.7,20.32,46.1,16,4.6,98,2018,7,Thu,FALSE,Summer,FALSE,Good
2018-07-06,BT1,6.24,24.7,35.4,19.1,3.3,19,2018,7,Fri,FALSE,Summer,FALSE,Good
2018-07-07,BT1,3.8,5,42.44,14.4,13,57,2018,7,Sat,TRUE,Summer,FALSE,Good
2018-07-08,BT1,1.38,8.46,41.11,18.7,2.7,162,2018,7,Sun,TRUE,Summer,FALSE,Good
2018-07-09,BT1,3.99,5,43.78,17.8,3.7,41,2018,7,Mon,FALSE,Summer,FALSE,Good
2018-07-10,BT1,8.88,13.38,40.05,13.1,6.5,91,2018,7,Tue,FALSE,Summer,FALSE,Good
2018-07-11,BT1,4.11,19.32,30.05,15.5,3.9,329,2018,7,Wed,FALSE,Summer,FALSE,Good
2018-07-12,BT1,10.05,26.29,36.04,14.1,2.5,200,2018,7,Thu,FALSE,Summer,FALSE,Moderate
2018-07-13,BT1,8.15,25.01,37.75,20.6,2.6,270,2018,7,Fri,FALSE,Summer,FALSE,Good
2018-07-14,BT1,3.16,5,51.5,16.4,4.1,173,2018,7,Sat,TRUE,Summer,FALSE,Good
2018-07-15,BT1,1,5,37.28,15.6,3.4,90,2018,7,Sun,TRUE,Summer,FALSE,Good
2018-07-16,BT1,1.41,5.51,49.91,17.9,4.6,106,2018,7,Mon,FALSE,Summer,FALSE,Good
2018-07-17,BT1,4.97,26.41,34.83,20.3,2.6,249,2018,7,Tue,FALSE,Summer,FALSE,Good
2018-07-18,BT1,2.1,9.43,38.62,17.3,6.2,172,2018,7,Wed,FALSE,Summer,FALSE,Good
2018-07-19,BT1,6.09,17.25,34.91,18.6,2.6,190,2018,7,Thu,FALSE,Summer,FALSE,Good
2018-07-20,BT1,7.42,6.59,43.51,19,4.6,306,2018,7,Fri,FALSE,Summer,FALSE,Good
2018-07-21,BT1,1.2,5,47.1,18.1,6,152,2018,7,Sat,TRUE,Summer,FALSE,Good
2018-07-22,BT1,3.61,8.42,37.94,21.5,5,274,2018,7,Sun,TRUE,Summer,FALSE,Good
2018-07-23,BT1,5.78,10.45,46.51,13.8,2.3,153,2018,7,Mon,FALSE,Summer,FALSE,Good
2018-07-24,BT1,5.1,11.73,46.59,16.2,2,132,2018,7,Tue,FALSE,Summer,FALSE,Good
2018-07-25,BT1,9.24,31.31,28.31,15.7,4.4,129,2018,7,Wed,FALSE,Summer,FALSE,Good
2018-07-26,BT1,8.96,14.91,49.06,17.3,3.1,54,2018,7,Thu,FALSE,Summer,FALSE,Good
2018-07-27,BT1,4.58,14.66,33.67,18.5,4.7,126,2018,7,Fri,FALSE,Summer,FALSE,Good
2018-07-28,BT1,6.68,18.01,38.14,16.4,3.1,211,2018,7,Sat,TRUE,Summer,FALSE,Good
2018-07-29,BT1,4.8,20.55,46.31,16,6.3,40,2018,7,Sun,TRUE,Summer,FALSE,Good
2018-07-30,BT1,4.5,11.59,35.73,16.2,1.5,275,2018,7,Mon,FALSE,Summer,FALSE,Good
2018-07-31,BT1,7.86,29.27,38.39,13.9,5.7,117,2018,7,Tue,FALSE,Summer,FALSE,Good
2018-08-01,BT1,4.13,5,36.28,18.1,4.3,90,2018,8,Wed,FALSE,Summer,FALSE,Good
2018-08-02,BT1,2.25,5,42.02,20.3,10.1,351,2018,8,Thu,FALSE,Summer,FALSE,Good
2018-08-03,BT1,3.09,5,30.32,13.8,3.4,142,2018,8,Fri,FALSE,Summer,FALSE,Good
2018-08-04,BT1,5.43,9.77,41.39,16.7,3.5,88,2018,8,Sat,TRUE,Summer,FALSE,Good
2018-08-05,BT1,1.95,6.93,46.22,16.9,6.6,72,2018,8,Sun,TRUE,Summer,FALSE,Good
2018-08-06,BT1,1.83,5,40.93,14.7,4.2,9,2018,8,Mon,FALSE,Summer,FALSE,Good
2018-08-07,BT1,3.25,5.29,37.91,19.1,3.6,5,2018,8,Tue,FALSE,Summer,FALSE,Good
2018-08-08,BT1,4.72,17.35,42.73,12.6,2.9,192,2018,8,Wed,FALSE,Summer,FALSE,Good
2018-08-09,BT1,5.08,14.54,51.38,17,2.8,319,2018,8,Thu,FALSE,Summer,FALSE,Good
2018-08-10,BT1,6.86,28.9,38.34,10.6,3.6,114,2018,8,Fri,FALSE,Summer,FALSE,Good
2018-08-11,BT1,2.21,14.14,36.15,17.6,3,88,2018,8,Sat,TRUE,Summer,FALSE,Good
2018-08-12,BT1,4.38,10.54,37.55,15.8,3.6,43,2018,8,Sun,TRUE,Summer,FALSE,Good
2018-08-13,BT1,5.37,8.59,53.86,16.7,5.3,224,2018,8,Mon,FALSE,Summer,FALSE,Good
2018-08-14,BT1,1.74,12.36,43.35,19.5,3.4,25,2018,8,Tue,FALSE,Summer,FALSE,Good
2018-08-15,BT1,6.58,5,41.91,15.2,3.4,182,2018,8,Wed,FALSE,Summer,FALSE,Good
2018-08-16,BT1,5.6,21.19,28.32,11.8,6.2,231,2018,8,Thu,FALSE,Summer,FALSE,Good
2018-08-17,BT1,2.33,5,47.17,10.2,1.7,12,2018,8,Fri,FALSE,Summer,FALSE,Good
2018-08-18,BT1,2.27,7.65,39.29,14.5,3.5,253,2018,8,Sat,TRUE,Summer,FALSE,Good
2018-08-19,BT1,6.4,19.4,47.74,13.3,5,57,2018,8,Sun,TRUE,Summer,FALSE,Good
2018-08-20,BT1,6.08,12.35,44.19,13.7,3.9,164,2018,8,Mon,FALSE,Summer,FALSE,Good
2018-08-21,BT1,8.42,18.6,36.28,12.2,4.2,109,2018,8,Tue,FALSE,Summer,FALSE,Good
