date,city_pm25,respiratory_admissions,seasonal_effect,post_ulez
2018-03-13,14.965,24,20.560174366570447,FALSE
2018-03-14,15.8675,23,20.416278206559813,FALSE
2018-03-15,15.5075,19,20.27077708642372,FALSE
2018-03-16,15.165000000000001,43,20.123714121284237,FALSE
2018-03-17,14.165,31,19.97513288907181,FALSE
2018-03-18,13.059999999999999,29,19.825077417612185,FALSE
2018-03-19,12.0425,20,19.673592171580022,FALSE
2018-03-20,12.985,16,19.520722039323044,FALSE
2018-03-21,13.780000000000001,14,19.36651231956064,FALSE
2018-03-22,15.66,9,19.211008707960897,FALSE
2018-03-23,12.9675,16,19.054257283599974,FALSE
2018-03-24,7.64,22,18.89630449530788,FALSE
2018-03-25,10.2,22,18.73719714790469,FALSE
2018-03-26,15.57,18,18.576982388331253,FALSE
2018-03-27,16.6775,7,18.415707691678556,FALSE
2018-03-28,14.03,22,18.253420847119802,FALSE
2018-03-29,12.362499999999999,16,18.090169943749473,FALSE
2018-03-30,13.315000000000001,24,17.926003356333485,FALSE
2018-03-31,10.8325,21,17.760969730974686,FALSE
2018-04-01,13.205,20,17.595117970698,FALSE
2018-04-02,15.7,21,17.428497220959358,FALSE
2018-04-03,12.6075,12,17.261156855082884,FALSE
2018-04-04,14.629999999999999,10,17.093146459630486,FALSE
2018-04-05,13.2125,14,16.9245158197083,FALSE
2018-04-06,13.52,21,16.75531490421428,FALSE
2018-04-07,10.635,11,16.585593851031348,FALSE
2018-04-08,12.435,35,16.41540295217043,FALSE
2018-04-09,14.475000000000001,14,16.244792638867892,FALSE
2018-04-10,14.5175,18,16.07381346664163,FALSE
2018-04-11,8.7325,19,15.902516100310411,FALSE
2018-04-12,17.5,27,15.730951298980777,FALSE
2018-04-13,11.0625,13,15.559169901006035,FALSE
2018-04-14,13.275,7,15.387222808921745,FALSE
2018-04-15,12.1975,24,15.215160974362222,FALSE
2018-04-16,15.36,19,15.043035382962444,FALSE
2018-04-17,11.477500000000001,12,14.870897039249911,FALSE
2018-04-18,11.695,16,14.69879695153092,FALSE
2018-04-19,12.2175,15,14.526786116775682,FALSE
2018-04-20,12.655,4,14.354915505506838,FALSE
2018-04-21,12.295,8,14.183236046695775,FALSE
2018-04-22,9.715,11,14.011798612671285,FALSE
2018-04-23,12.8375,14,13.840654004044996,FALSE
2018-04-24,12.59,16,13.66985293465804,FALSE
2018-04-25,13.0875,16,13.499446016553474,FALSE
2018-04-26,11.54,7,13.329483744978807,FALSE
2018-04-27,10.7825,13,13.160016483423199,FALSE
2018-04-28,12.435,10,12.99109444869365,FALSE
2018-04-29,6.66,9,12.822767696034681,FALSE
2018-04-30,10.1925,20,12.6550861042959,FALSE
2018-05-01,11.17,7,12.488099361151807,FALSE
2018-05-02,11.625,17,12.321856948378258,FALSE
2018-05-03,9.1875,10,12.156408127189966,FALSE
2018-05-04,12.5975,10,11.991801923643326,FALSE
2018-05-05,8.705,15,11.82808711410894,FALSE
2018-05-06,9.9925,18,11.665312210818133,FALSE
2018-05-07,8.38,9,11.503525447487716,FALSE
2018-05-08,9.9175,11,11.342774765027311,FALSE
2018-05-09,10.67,13,11.183107797333411,FALSE
2018-05-10,12.282499999999999,9,11.02457185717444,FALSE
2018-05-11,10.4675,13,10.867213922170958,FALSE
2018-05-12,9.89,11,10.711080620875165,FALSE
2018-05-13,8.85,12,10.556218218953868,FALSE
2018-05-14,10.420000000000002,13,10.40267260547896,FALSE
2018-05-15,11.540000000000001,12,10.2504892793295,FALSE
2018-05-16,10.355,10,10.099713335709406,FALSE
2018-05-17,9.2325,8,9.950389452784796,FALSE
2018-05-18,10.745000000000001,8,9.802561878444845,FALSE
2018-05-19,8.055,11,9.656274417190215,FALSE
2018-05-20,8.0675,1,9.51157041715281,FALSE
2018-05-21,11.615,6,9.368492757250813,FALSE
2018-05-22,8.265,12,9.227083834482727,FALSE
2018-05-23,8.695,9,9.087385551364218,FALSE
2018-05-24,10.77,3,8.949439303511511,FALSE
2018-05-25,8.375,6,8.813285967374968,FALSE
2018-05-26,6.9275,9,8.678965888126513,FALSE
2018-05-27,8.2775,9,8.5465188677045,FALSE
2018-05-28,9.46,6,8.415984153019512,FALSE
2018-05-29,8.8525,10,8.287400424324687,FALSE
2018-05-30,9.525,8,8.160805783753894,FALSE
2018-05-31,10.83,11,8.036237744031279,FALSE
2018-06-01,9.175,10,7.9137332173554045,FALSE
2018-06-02,7.01,6,7.793328504461391,FALSE
2018-06-03,8.52,6,7.67505928386421,FALSE
2018-06-04,6.2825,10,7.558960601286393,FALSE
2018-06-05,6.99,12,7.445066859273197,FALSE
2018-06-06,9.6475,6,7.33341180699841,FALSE
2018-06-07,6.545,4,7.2240285302637295,FALSE
2018-06-08,12.61,10,7.116949441694746,FALSE
2018-06-09,6.8425,7,7.012206271136351,FALSE
2018-06-10,6.92,6,6.909830056250527,FALSE
2018-06-11,10.1,2,6.809851133319199,FALSE
2018-06-12,9.3625,7,6.712299128254962,FALSE
2018-06-13,8.8275,4,6.617202947822257,FALSE
2018-06-14,10.12,9,6.524590771071688,FALSE
2018-06-15,8.1175,3,6.434490040989964,FALSE
2018-06-16,8.19,3,6.34692745636794,FALSE
2018-06-17,5.9325,8,6.261928963889192,FALSE
2018-06-18,5.335,5,6.179519750441463,FALSE
2018-06-19,6.775,10,6.099724235653234,FALSE
2018-06-20,9.0325,5,6.0225660646576635,FALSE
2018-06-21,8.627500000000001,7,5.948068101086026,FALSE
2018-06-22,6.785,3,5.876252420292726,FALSE
2018-06-23,6.967499999999999,11,5.807140302813895,FALSE
2018-06-24,4.07,6,5.740752228061503,FALSE
2018-06-25,7.0025,9,5.677107868254867,FALSE
2018-06-26,8.2225,8,5.616226082591359,FALSE
2018-06-27,7.507499999999999,4,5.558124911658007,FALSE
2018-06-28,8.815,4,5.502821572085685,FALSE
2018-06-29,5.577500000000001,1,5.45033245144745,FALSE
2018-06-30,5.5725,7,5.4006731034025535,FALSE
2018-07-01,5.275,13,5.353858243087565,FALSE
2018-07-02,5.37,5,5.3099017427559385,FALSE
2018-07-03,6.655,3,5.2688166276673805,FALSE
2018-07-04,7.8575,3,5.230615072228183,FALSE
2018-07-05,8.46,8,5.19530839638368,FALSE
2018-07-06,6.1325,7,5.162907062263903,FALSE
2018-07-07,6.085,9,5.13342067108343,FALSE
2018-07-08,5.5475,2,5.106857960296336,FALSE
2018-07-09,7.645,12,5.0832268010071004,FALSE
2018-07-10,8.805,9,5.06253419563822,FALSE
2018-07-11,8.2,2,5.044786275855248,FALSE
2018-07-12,10.377500000000001,7,5.029988300749849,FALSE
2018-07-13,7.635000000000001,6,5.018144655281414,FALSE
2018-07-14,7.64,4,5.0092588489777,FALSE
2018-07-15,4.135,6,5.003333514894887,FALSE
2018-07-16,6.46,7,5.000370408837345,FALSE
2018-07-17,6.2299999999999995,6,5.000370408837345,FALSE
2018-07-18,6.9125,8,5.003333514894887,FALSE
2018-07-19,6.5,4,5.0092588489777,FALSE
2018-07-20,5.1375,2,5.018144655281414,FALSE
2018-07-21,3.8249999999999997,2,5.029988300749849,FALSE
2018-07-22,4.2875,10,5.044786275855248,FALSE
2018-07-23,8.99,1,5.062534195638218,FALSE
2018-07-24,7.58,3,5.0832268010071004,FALSE
2018-07-25,7.6325,1,5.106857960296336,FALSE
2018-07-26,9.8025,13,5.133420671083428,FALSE
2018-07-27,9.1325,4,5.162907062263901,FALSE
2018-07-28,6.415,4,5.195308396383679,FALSE
2018-07-29,7.2225,6,5.230615072228183,FALSE
2018-07-30,7.6225,5,5.2688166276673805,FALSE
2018-07-31,7.755000000000001,7,5.309901742755937,FALSE
2018-08-01,8.3775,4,5.353858243087565,FALSE
2018-08-02,7.6274999999999995,5,5.400673103402555,FALSE
2018-08-03,5.9,2,5.450332451447448,FALSE
2018-08-04,5.4525,4,5.502821572085683,FALSE
2018-08-05,3.815,7,5.558124911658005,FALSE
2018-08-06,7.3375,4,5.616226082591357,FALSE
2018-08-07,3.4125,2,5.677107868254867,FALSE
2018-08-08,5.6825,2,5.740752228061501,FALSE
2018-08-09,8.645,7,5.807140302813895,FALSE
2018-08-10,8.585,1,5.876252420292726,FALSE
2018-08-11,4.4125000000000005,1,5.948068101086024,FALSE
2018-08-12,6.705,11,6.0225660646576635,FALSE
2018-08-13,6.202500000000001,11,6.099724235653234,FALSE
2018-08-14,7.83,5,6.1795197504414645,FALSE
2018-08-15,9.3325,5,6.2619289638891935,FALSE
2018-08-16,9.1275,7,6.34692745636794,FALSE
2018-08-17,4.96,11,6.434490040989964,FALSE
2018-08-18,7.3075,3,6.524590771071688,FALSE
2018-08-19,7.2725,6,6.617202947822255,FALSE
2018-08-20,7.475,4,6.71229912825496,FALSE
2018-08-21,10.190000000000001,8,6.809851133319198,FALSE
2018-08-22,8.7425,7,6.909830056250527,FALSE
2018-08-23,10.0625,14,7.0122062711363515,FALSE
2018-08-24,8.3075,9,7.1169494416947465,FALSE
2018-08-25,5.64,5,7.224028530263732,FALSE
2018-08-26,7.7425,9,7.3334118069984076,FALSE
2018-08-27,7.0375,5,7.445066859273196,FALSE
2018-08-28,9.2025,7,7.558960601286392,FALSE
2018-08-29,8.065,10,7.6750592838642095,FALSE
2018-08-30,6.2675,8,7.793328504461385,FALSE
2018-08-31,12.055,20,7.9137332173554,FALSE
2018-09-01,9.905,10,8.036237744031274,FALSE
2018-09-02,8.465,7,8.160805783753895,FALSE
2018-09-03,7.5424999999999995,11,8.287400424324684,FALSE
2018-09-04,7.930000000000001,15,8.415984153019512,FALSE
2018-09-05,7.6275,11,8.5465188677045,FALSE
2018-09-06,9.065,6,8.678965888126513,FALSE
2018-09-07,8.59,8,8.813285967374966,FALSE
2018-09-08,9.6775,7,8.949439303511506,FALSE
2018-09-09,6.640000000000001,9,9.087385551364218,FALSE
2018-09-10,9.512500000000001,17,9.227083834482723,FALSE
2018-09-11,9.9375,4,9.368492757250811,FALSE
2018-09-12,7.6925,1,9.511570417152802,FALSE
2018-09-13,11.61,7,9.656274417190215,FALSE
2018-09-14,11.5325,9,9.802561878444843,FALSE
2018-09-15,6.9575000000000005,8,9.950389452784798,FALSE
2018-09-16,6.680000000000001,15,10.099713335709406,FALSE
2018-09-17,11.469999999999999,3,10.250489279329498,FALSE
2018-09-18,9.51,10,10.402672605478955,FALSE
2018-09-19,10.3175,3,10.556218218953866,FALSE
2018-09-20,12.06,13,10.711080620875158,FALSE
2018-09-21,8.025,9,10.867213922170956,FALSE
2018-09-22,7.2075,11,11.024571857174434,FALSE
2018-09-23,12.4025,16,11.183107797333413,FALSE
2018-09-24,11.515,7,11.342774765027308,FALSE
2018-09-25,11.75,13,11.503525447487718,FALSE
2018-09-26,13.4725,10,11.66531221081813,FALSE
2018-09-27,11.235,18,11.828087114108941,FALSE
2018-09-28,11.7625,13,11.991801923643319,FALSE
2018-09-29,11.93,13,12.156408127189964,FALSE
2018-09-30,8.535,19,12.321856948378251,FALSE
2018-10-01,11.125,21,12.488099361151804,FALSE
2018-10-02,12.56,10,12.655086104295895,FALSE
2018-10-03,8.33,5,12.822767696034678,FALSE
2018-10-04,11.8975,8,12.991094448693648,FALSE
2018-10-05,9.1225,12,13.1600164834232,FALSE
2018-10-06,7.4275,9,13.329483744978806,FALSE
2018-10-07,10.015,3,13.499446016553474,FALSE
2018-10-08,12.997499999999999,16,13.669852934658037,FALSE
2018-10-09,12,19,13.840654004044993,FALSE
2018-10-10,12.637500000000001,7,14.01179861267128,FALSE
2018-10-11,9.705,10,14.183236046695772,FALSE
2018-10-12,10.335,12,14.354915505506838,FALSE
2018-10-13,9.7925,12,14.526786116775677,FALSE
2018-10-14,10.975,15,14.698796951530916,FALSE
2018-10-15,12.5525,13,14.870897039249911,FALSE
2018-10-16,12.4175,7,15.043035382962438,FALSE
2018-10-17,11.03,18,15.215160974362222,FALSE
2018-10-18,13.285,21,15.38722280892174,FALSE
2018-10-19,11.355,12,15.55916990100603,FALSE
2018-10-20,12.22,15,15.730951298980777,FALSE
2018-10-21,10.74,12,15.902516100310407,FALSE
2018-10-22,15.6525,20,16.07381346664163,FALSE
2018-10-23,11.81,16,16.244792638867885,FALSE
2018-10-24,7.827500000000001,15,16.41540295217043,FALSE
2018-10-25,14.14,14,16.585593851031348,FALSE
2018-10-26,10.9825,21,16.755314904214277,FALSE
2018-10-27,11.807500000000001,12,16.9245158197083,FALSE
2018-10-28,11.21,10,17.09314645963049,FALSE
2018-10-29,13.51,14,17.26115685508288,FALSE
2018-10-30,15.2875,14,17.428497220959358,FALSE
2018-10-31,11.7275,6,17.595117970697995,FALSE
2018-11-01,16.845,26,17.760969730974686,FALSE
2018-11-02,14.7825,12,17.926003356333478,FALSE
2018-11-03,8.254999999999999,15,18.090169943749473,FALSE
2018-11-04,12.4525,13,18.253420847119795,FALSE
2018-11-05,15.005,34,18.41570769167856,FALSE
2018-11-06,12.1975,20,18.576982388331253,FALSE
2018-11-07,14.889999999999999,28,18.73719714790469,FALSE
2018-11-08,14.8825,8,18.896304495307877,FALSE
2018-11-09,14.5525,18,19.054257283599974,FALSE
2018-11-10,11.217500000000001,15,19.211008707960893,FALSE
2018-11-11,13.8125,32,19.366512319560638,FALSE
2018-11-12,14.3225,16,19.520722039323037,FALSE
2018-11-13,12.850000000000001,17,19.67359217158002,FALSE
2018-11-14,15.805,16,19.825077417612178,FALSE
2018-11-15,13.09,20,19.9751328890718,FALSE
2018-11-16,13.385,25,20.123714121284237,FALSE
2018-11-17,12.8375,21,20.270777086423724,FALSE
2018-11-18,12.26,24,20.41627820655981,FALSE
2018-11-19,14.7675,32,20.560174366570447,FALSE
2018-11-20,15.08,21,20.70242292691787,FALSE
2018-11-21,14.635,13,20.842981736283683,FALSE
2018-11-22,15.6525,21,20.98180914405916,FALSE
2018-11-23,16.5075,28,21.11886401268724,FALSE
2018-11-24,14.735,20,21.254105729852455,FALSE
2018-11-25,13.5525,21,21.38749422051527,FALSE
2018-11-26,16.8425,12,21.518989958787124,FALSE
2018-11-27,16.060000000000002,29,21.648553979642866,FALSE
2018-11-28,15.315,19,21.776147890466888,FALSE
2018-11-29,17.035,25,21.90173388242972,FALSE
2018-11-30,16.885,24,22.025274741691568,FALSE
2018-12-01,13.1475,30,22.14673386042961,FALSE
2018-12-02,16.21,20,22.26607524768565,FALSE
2018-12-03,16.2625,35,22.383263540031063,FALSE
2018-12-04,15.885,18,22.49826401204568,FALSE
2018-12-05,17.5575,8,22.61104258660774,FALSE
2018-12-06,17.1925,23,22.72156584499164,FALSE
2018-12-07,16.435,18,22.829801036770625,FALSE
2018-12-08,15.8,41,22.93571608952147,FALSE
2018-12-09,14.2475,18,23.03927961832821,FALSE
2018-12-10,15.8825,20,23.140460935082174,FALSE
2018-12-11,17.035,14,23.239230057575536,FALSE
2018-12-12,18.197499999999998,12,23.335557718385694,FALSE
2018-12-13,18.1,19,23.429415373547833,FALSE
2018-12-14,14.305,20,23.520775211013095,FALSE
2018-12-15,13.4525,21,23.609610158889943,FALSE
2018-12-16,14.8775,37,23.69589389346611,FALSE
2018-12-17,19.48,16,23.779600847008883,FALSE
2018-12-18,17.7875,31,23.86070621534138,FALSE
2018-12-19,19.884999999999998,48,23.93918596519257,FALSE
2018-12-20,14.9025,15,24.01501684131884,FALSE
2018-12-21,18.875,24,24.08817637339503,FALSE
2018-12-22,13.7225,7,24.15864288267287,FALSE
2018-12-23,13.4075,32,24.226395488404876,FALSE
2018-12-24,15.5425,22,24.291414114031745,FALSE
2018-12-25,15.9575,41,24.35367949313148,FALSE
2018-12-26,12.4925,18,24.41317317512847,FALSE
2018-12-27,15.2975,31,24.46987753076075,FALSE
2018-12-28,15.7875,20,24.523775757303973,FALSE
2018-12-29,12.662500000000001,14,24.574851883550387,FALSE
2018-12-30,14.4475,38,24.623090774541488,FALSE
2018-12-31,16.705,28,24.668478136052773,FALSE
2019-01-01,14.2775,23,24.711000518829504,FALSE
2019-01-02,19.3675,12,24.75064532257195,FALSE
2019-01-03,15.9975,7,24.78740079966915,FALSE
2019-01-04,16.392500000000002,14,24.821256058680007,FALSE
2019-01-05,14.4575,37,24.852201067560607,FALSE
2019-01-06,14.665,32,24.880226656636978,FALSE
2019-01-07,16.05,21,24.90532452132223,FALSE
2019-01-08,17.5,38,24.9274872245774,FALSE
2019-01-09,19.005,45,24.94670819911521,FALSE
2019-01-10,15.625,35,24.962981749346078,FALSE
2019-01-11,18.815,53,24.976303053065855,FALSE
2019-01-12,14.407499999999999,42,24.98666816288476,FALSE
2019-01-13,13.7875,34,24.994074007397046,FALSE
2019-01-14,14.9275,23,24.998518392091164,FALSE
2019-01-15,16.81,24,25,FALSE
2019-01-16,17.815,31,24.998518392091164,FALSE
2019-01-17,16.8875,43,24.994074007397046,FALSE
2019-01-18,14.845,20,24.98666816288476,FALSE
2019-01-19,15.1875,38,24.976303053065855,FALSE
2019-01-20,17.165,22,24.962981749346078,FALSE
2019-01-21,17.64,33,24.94670819911521,FALSE
2019-01-22,17.3675,57,24.9274872245774,FALSE
2019-01-23,18.995,34,24.90532452132223,FALSE
2019-01-24,16.6,39,24.880226656636978,FALSE
2019-01-25,19.5675,23,24.852201067560607,FALSE
2019-01-26,13.26,19,24.821256058680007,FALSE
2019-01-27,15.4275,37,24.78740079966915,FALSE
2019-01-28,16.95,19,24.75064532257195,FALSE
2019-01-29,19.759999999999998,28,24.711000518829504,FALSE
2019-01-30,14.3475,39,24.668478136052777,FALSE
2019-01-31,15.8075,28,24.623090774541488,FALSE
2019-02-01,15.9625,15,24.574851883550394,FALSE
2019-02-02,16.4875,21,24.523775757303973,FALSE
2019-02-03,13.167499999999999,30,24.469877530760755,FALSE
2019-02-04,16.205,34,24.41317317512847,FALSE
2019-02-05,17.2925,53,24.35367949313148,FALSE
2019-02-06,16.85,32,24.291414114031745,FALSE
2019-02-07,16.35,39,24.226395488404876,FALSE
2019-02-08,16.7125,31,24.158642882672872,FALSE
2019-02-09,12.7925,37,24.08817637339503,FALSE
2019-02-10,14.35,37,24.01501684131884,FALSE
2019-02-11,14.557500000000001,30,23.93918596519257,FALSE
2019-02-12,17.7375,12,23.86070621534138,FALSE
2019-02-13,12.9,25,23.77960084700888,FALSE
2019-02-14,13.9575,41,23.69589389346611,FALSE
2019-02-15,12.3125,22,23.609610158889943,FALSE
2019-02-16,14.3625,31,23.520775211013095,FALSE
2019-02-17,14.315,21,23.429415373547826,FALSE
2019-02-18,16.61,35,23.3355577183857,FALSE
2019-02-19,15.3175,7,23.23923005757554,FALSE
2019-02-20,16.875,31,23.140460935082178,FALSE
2019-02-21,13.3225,25,23.039279618328216,FALSE
2019-02-22,17.015,20,22.935716089521474,FALSE
2019-02-23,14.8675,20,22.82980103677063,FALSE
2019-02-24,14.239999999999998,35,22.721565844991645,FALSE
2019-02-25,14.987499999999999,29,22.611042586607745,FALSE
2019-02-26,16.3125,34,22.498264012045688,FALSE
2019-02-27,17.835,34,22.383263540031066,FALSE
2019-02-28,17.3875,23,22.266075247685656,FALSE
2019-03-01,18.2225,18,22.14673386042961,FALSE
2019-03-02,12.629999999999999,31,22.02527474169157,FALSE
2019-03-03,12.987499999999999,23,21.901733882429717,FALSE
2019-03-04,14.865,12,21.776147890466888,FALSE
2019-03-05,15.44,14,21.648553979642866,FALSE
2019-03-06,14.1675,23,21.518989958787124,FALSE
2019-03-07,16.3175,25,21.387494220515272,FALSE
2019-03-08,12.8075,21,21.254105729852462,FALSE
2019-03-09,12.3075,22,21.118864012687244,FALSE
2019-03-10,13.445,11,20.981809144059163,FALSE
2019-03-11,14.855,14,20.842981736283683,FALSE
2019-03-12,15.307500000000001,6,20.70242292691787,FALSE
2019-03-13,14.5875,18,20.560174366570447,FALSE
2019-03-14,15.1175,11,20.416278206559813,FALSE
2019-03-15,10.872499999999999,18,20.27077708642372,FALSE
2019-03-16,12.5275,24,20.123714121284237,FALSE
2019-03-17,12.29,9,19.97513288907181,FALSE
2019-03-18,15.290000000000001,13,19.825077417612185,FALSE
2019-03-19,11.86,15,19.673592171580022,FALSE
2019-03-20,16.955,26,19.520722039323044,FALSE
2019-03-21,14.559999999999999,19,19.36651231956064,FALSE
2019-03-22,13.23,17,19.211008707960897,FALSE
2019-03-23,13.6725,12,19.054257283599974,FALSE
2019-03-24,12.3475,28,18.89630449530788,FALSE
2019-03-25,12.38,23,18.73719714790469,FALSE
2019-03-26,13.705,28,18.576982388331253,FALSE
2019-03-27,14.182500000000001,14,18.415707691678556,FALSE
2019-03-28,14.3925,13,18.253420847119802,FALSE
2019-03-29,13.605,32,18.090169943749473,FALSE
2019-03-30,10.6625,18,17.926003356333485,FALSE
2019-03-31,12.3125,9,17.760969730974686,FALSE
2019-04-01,11.025,27,17.595117970698,FALSE
2019-04-02,12.545,15,17.428497220959358,FALSE
2019-04-03,14.3525,35,17.261156855082884,FALSE
2019-04-04,14.185,26,17.093146459630486,FALSE
2019-04-05,12,26,16.9245158197083,FALSE
2019-04-06,9.5425,18,16.75531490421428,FALSE
2019-04-07,11.567499999999999,24,16.585593851031348,FALSE
2019-04-08,12.7725,14,16.41540295217043,FALSE
2019-04-09,13.9,10,16.244792638867892,FALSE
2019-04-10,12.585,13,16.07381346664163,FALSE
2019-04-11,12.350000000000001,10,15.902516100310411,FALSE
2019-04-12,13.1475,13,15.730951298980777,FALSE
2019-04-13,11.9375,15,15.559169901006035,FALSE
2019-04-14,10.807500000000001,22,15.387222808921745,FALSE
2019-04-15,11.8275,17,15.215160974362222,FALSE
2019-04-16,12.13,21,15.043035382962444,FALSE
2019-04-17,11.2875,15,14.870897039249911,FALSE
2019-04-18,12.985,16,14.69879695153092,FALSE
2019-04-19,11.567499999999999,15,14.526786116775682,FALSE
2019-04-20,8.825,13,14.354915505506838,FALSE
2019-04-21,7.305,18,14.183236046695775,FALSE
2019-04-22,11.3575,7,14.011798612671285,FALSE
2019-04-23,11.674999999999999,25,13.840654004044996,FALSE
2019-04-24,10.844999999999999,11,13.66985293465804,FALSE
2019-04-25,10.7475,17,13.499446016553474,FALSE
2019-04-26,11.3775,8,13.329483744978807,FALSE
2019-04-27,9.705,9,13.160016483423199,FALSE
2019-04-28,6.1625,17,12.99109444869365,FALSE
2019-04-29,9.8325,13,12.822767696034681,FALSE
2019-04-30,10.84,7,12.6550861042959,FALSE
2019-05-01,11.7875,13,12.488099361151807,FALSE
2019-05-02,10.375,7,12.321856948378258,FALSE
2019-05-03,11.695,6,12.156408127189966,FALSE
2019-05-04,8.6325,9,11.991801923643326,FALSE
2019-05-05,10.14,8,11.82808711410894,FALSE
2019-05-06,9.84,8,11.665312210818133,FALSE
2019-05-07,10.49,12,11.503525447487716,FALSE
2019-05-08,10.7225,16,11.342774765027311,FALSE
2019-05-09,8.2675,13,11.183107797333411,FALSE
2019-05-10,11.07,13,11.02457185717444,FALSE
2019-05-11,9.8425,5,10.867213922170958,FALSE
2019-05-12,7.0175,10,10.711080620875165,FALSE
2019-05-13,9.45,10,10.556218218953868,FALSE
2019-05-14,8.8675,3,10.40267260547896,FALSE
2019-05-15,10.8575,10,10.2504892793295,FALSE
2019-05-16,11.4675,12,10.099713335709406,FALSE
2019-05-17,8.9025,10,9.950389452784796,FALSE
2019-05-18,6.325,5,9.802561878444845,FALSE
2019-05-19,10.705,5,9.656274417190215,FALSE
2019-05-20,10.3575,10,9.51157041715281,FALSE
2019-05-21,7.775,14,9.368492757250813,FALSE
2019-05-22,6.735,7,9.227083834482727,FALSE
2019-05-23,7.11,9,9.087385551364218,FALSE
2019-05-24,9.8975,12,8.949439303511511,FALSE
2019-05-25,9.5275,5,8.813285967374968,FALSE
2019-05-26,7.4275,10,8.678965888126513,FALSE
2019-05-27,10.9175,9,8.5465188677045,FALSE
2019-05-28,6.5,9,8.415984153019512,FALSE
2019-05-29,7.01,4,8.287400424324687,FALSE
2019-05-30,9.969999999999999,8,8.160805783753894,FALSE
2019-05-31,11.307500000000001,4,8.036237744031279,FALSE
